scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-07-31T12:03:36.929299,WG,72113799,"$2,296.34","MANCHESTER, PA",08/5 12:00,"DOTHAN, AL",08/6 09:26,164,937,PLEASE BE SURE YOU ARE IN RANGE WHEN YOU ARRIVE AT PICKUP**SET POINT 20C,1101,2.09,32,
2026-07-31T12:03:40.235349,WG,72113798,"$2,296.34","MANCHESTER, PA",08/5 12:00,"DOTHAN, AL",08/6 09:26,164,937,PLEASE BE SURE YOU ARE IN RANGE WHEN YOU ARRIVE AT PICKUP**SET POINT 5C,1101,2.09,32,
2026-07-31T12:08:50.434970,WG,72115827,"$1,781.20","SHEPHERDSVILLE, KY",08/4 14:00,"HUNTSVILLE, AL",08/5 09:00,737,261,INSIDE DELIVERY,998,1.78,23,
2026-07-31T12:10:03.563853,WG,72115850,"$2,221.61","SHEPHERDSVILLE, KY",08/5 12:00,"MARIETTA, GA",08/6 08:00,737,388,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1125,1.97,29,
2026-07-31T12:10:30.616373,SE,72115880,"$1,503.44","CASTLE HAYNE, NC",08/1 16:30,"CINCINNATI, OH",08/3 08:00,749,647,NO NOTES,1396,1.08,3,
2026-07-31T12:14:40.781094,WG,72115898,"$1,906.88","WINCHESTER, KY",08/3 13:00,"NEW BRUNSWICK, NJ",08/4 09:00,204,664,NO NOTES,868,2.20,35,
2026-07-31T12:38:30.010054,SE,72115899,"$1,513.65","TAMAQUA, PA",07/31 16:00,"MOUNT CLEMENS, MI",08/1 08:00,635,531,NO NOTES,1166,1.30,10,
2026-07-31T12:41:49.966941,WG,72115885,"$2,586.66","LOUISVILLE, KY",08/2 11:00,"MONTGOMERY, NY",08/3 04:46,124,765,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,889,2.91,56,
2026-07-31T12:42:43.718188,WG,72115833,$934.72,"PLAINFIELD, IN",08/4 08:00,"INDIANAPOLIS, IN",08/4 13:10,715,102,NO NOTES,817,1.14,5,
2026-07-31T12:43:28.134184,WG,72115833,$934.72,"PLAINFIELD, IN",08/4 08:00,"INDIANAPOLIS, IN",08/4 13:10,715,102,NO NOTES,817,1.14,5,
2026-07-31T12:57:38.003888,WG,72115911,$882.55,"PHILADELPHIA, PA",08/4 10:00,"SOUDERTON, PA",08/4 12:46,75,33,NO NOTES,108,8.17,71,
2026-07-31T13:03:40.107558,WG,72111398,$784.07,"LA VERNE, CA",08/5 13:00,"MONTCLAIR, CA",08/5 14:41,"2,732",9,NO NOTES,2741,0.29,1,
2026-07-31T13:07:52.789084,WG,72115913,"$1,954.79","LOUISVILLE, KY",08/2 12:00,"BARTLETT, IL",08/3 12:42,124,496,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,620,3.15,62,
2026-07-31T13:10:40.517628,WG,72115888,$900.81,"BOSTON, MA",08/5 11:30,"BOSTON, MA",08/5 16:35,248,98,NO NOTES,346,2.60,46,
2026-07-31T13:10:53.959465,WG,72115848,"$2,764.00","BEDFORD, NH",08/5 13:00,"INDIANAPOLIS, IN",08/6 11:19,276,979,NO NOTES,1255,2.20,36,
2026-07-31T13:10:56.357575,WG,72115577,"$1,445.49","SHEPHERDSVILLE, KY",08/5 13:00,"CINCINNATI, OH",08/5 17:22,737,135,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,872,1.66,20,
2026-07-31T13:10:59.137744,WG,72115579,"$3,921.17","RENSSELAER, NY",08/5 13:00,"BLOOMINGTON, IN",08/6 08:17,145,836,NO NOTES,981,4.00,73,
2026-07-31T13:11:02.166074,WG,72115869,"$2,764.00","BEDFORD, NH",08/5 13:00,"INDIANAPOLIS, IN",08/6 11:19,276,979,NO NOTES,1255,2.20,36,
2026-07-31T13:11:14.781550,SE,72115836,"$1,936.18","MORRIS, IL",07/31 16:30,"BRAMPTON, ON",08/1 06:56,209,538,ORDER NOTE: PICK UP NUMBER 8110193780,747,2.59,46,
2026-07-31T13:14:33.815397,WG,72115890,"$3,036.51","LOUISVILLE, KY",08/3 08:00,"GALVESTON, TX",08/4 06:36,124,992,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,1116,2.72,51,
2026-07-31T13:24:20.692614,SE,72115914,"$2,762.24","FORT WORTH, TX",07/31 15:00,"PEORIA, AZ",08/3 10:00,894,"1,058",FRT RDY NOW AND THE PU CLOSES AT 1500 LOCAL AND WILL NOT STAY OVER 20FT TRUCK-ENCLOSED TRAILER,1952,1.42,14,
2026-07-31T13:36:33.827849,WG,72115835,"$1,126.09","GREENCASTLE, PA",08/4 09:00,"MORRISVILLE, NC",08/4 16:00,212,344,NO NOTES,556,2.03,30,
2026-07-31T13:38:42.058979,SE,72115891,"$2,929.62","MORRIS, IL",07/31 17:00,"MANSFIELD, TX",08/1 13:44,209,904,ORDER NOTE: PICK UP NUMBER,1113,2.63,48,
2026-07-31T14:02:39.619380,WG,72115783,"$1,940.71","ROCKFORD, IL",08/5 07:00,"BROOKS, KY",08/5 16:40,850,395,NO NOTES,1245,1.56,17,
2026-07-31T14:03:28.271850,WG,72111844,$886.20,"MIRA LOMA, CA",08/5 14:00,"SANTA MONICA, CA",08/5 18:31,"2,726",72,"L1145981: IF PICKING UP AT UPS MIRA LOMA, CA PU IS AT DOOR 2132.",2798,0.32,1,
2026-07-31T14:03:30.727680,WG,72102709,"$2,760.22","LA VERGNE, TN",08/5 14:00,"FAIRFIELD, NJ",08/6 10:03,863,872,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1735,1.59,19,
2026-07-31T14:03:44.329861,SE,72115941,"$2,141.34","FAIRBURN, GA",07/31 16:00,"EDMOND, OK",08/1 11:40,551,854,NO NOTES,1405,1.52,16,
2026-07-31T14:21:37.715037,WG,72115895,"$2,237.11","SAINT PETERSBURG, FL",08/3 09:00,"GREENVILLE, NC",08/4 08:00,"1,006",702,NEED 10 SKIDS SPOTS FULL 20FT OF SPACE,1708,1.31,11,
2026-07-31T14:23:38.659933,WG,72115789,"$6,911.45","AUSTIN, TX",08/5 08:00,"BEACON, NY",08/7 08:00,"1,715","1,783",NO NOTES,3498,1.98,33,
2026-07-31T14:23:51.012936,WG,72115896,"$2,917.39","SAINT PETERSBURG, FL",08/5 09:00,"PHILADELPHIA, PA",08/6 09:17,"1,148","1,071",NO NOTES,2219,1.31,11,
2026-07-31T14:44:53.516617,WG,72115950,"$2,966.03","SHEPHERDSVILLE, KY",08/5 11:00,"WOBURN, MA",08/6 09:19,737,979,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1716,1.73,23,
2026-07-31T14:49:28.650543,WG,72115959,"$1,024.97","WEST DEPTFORD, NJ",08/3 09:00,"MIDDLESEX, NJ",08/3 12:15,657,83,NO NOTES,740,1.39,12,
2026-07-31T14:50:23.378446,WG,72115960,"$1,987.23","CHICAGO, IL",08/4 12:00,"LA VERGNE, TN",08/5 08:00,767,495,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1262,1.57,18,
2026-07-31T15:00:46.213693,WG,72115961,$772.19,"CARY, NC",08/3 14:00,"RALEIGH, NC",08/3 15:00,624,20,NO NOTES,644,1.20,6,
2026-07-31T15:03:20.823017,WG,72115398,"$1,101.97","MADISON, AL",08/5 15:00,"CINCINNATI, OH",08/6 09:00,912,403,NO NOTES,1315,0.84,1,
2026-07-31T15:03:23.318290,WG,72112268,"$1,474.91","LOCKBOURNE, OH",08/5 15:00,"OLIVE BRANCH, MS",08/6 08:00,519,594,NO NOTES,1113,1.33,10,
2026-07-31T15:03:25.988459,WG,72115945,"$2,099.63","SPRINGBORO, OH",08/5 15:00,"LENOIR, NC",08/6 08:00,593,442,NO NOTES,1035,2.03,31,
2026-07-31T15:03:28.665267,WG,72111080,"$7,469.16","LA VERGNE, TN",08/5 15:00,"SAN LEANDRO, CA",08/7 17:22,863,"2,297","CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",3160,2.36,45,
2026-07-31T15:03:47.214255,SE,72115638,"$2,051.14","CHATTANOOGA, TN",08/5 15:00,"SEYMOUR, IN",08/6 09:00,799,361,NO NOTES,1160,1.77,23,
2026-07-31T15:10:00.283925,WG,72115852,"$1,845.98","SHEPHERDSVILLE, KY",08/5 15:00,"LENEXA, KS",08/6 09:00,737,544,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1281,1.44,14,
2026-07-31T15:14:55.003465,WG,72115965,$950.16,"CONROE, TX",08/4 05:00,"ROANOKE, TX",08/4 11:00,983,247,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1230,0.77,1,
2026-07-31T15:16:19.926995,WG,72115964,"$1,993.53","MOORESTOWN, NJ",08/5 10:30,"CLEVELAND, OH",08/6 08:00,80,437,NO NOTES,517,3.86,72,
2026-07-31T15:24:24.229045,SE,72115967,$382.35,"FORT WAYNE, IN",07/31 19:00,"ERLANGER, KY",07/31 23:54,128,160,NO NOTES,288,1.33,9,
2026-07-31T15:51:11.686412,WG,72115969,"$3,364.75","HARRISBURG, PA",08/5 09:30,"SHREVEPORT, LA",08/6 13:53,146,"1,264",L1233585: BE SURE THAT YOUR PREVENTIVE MAINTANANCE IS UP TO DATE BEFORE PICKING UP. IF THE FREIGHT IS PICKIING UP OR DELIVERING TO UPS HEALTHCARE GO TO THE BUILDING FOR ASTELLAS AT DOOR PD123,1410,2.39,42,
2026-07-31T15:51:46.434987,WG,72115971,$969.30,"SHEPHERDSVILLE, KY",08/5 13:00,"GROVEPORT, OH",08/5 19:18,737,226,L1233585: BE SURE THAT YOUR PREVENTIVE MAINTANANCE IS UP TO DATE BEFORE PICKING UP. IF THE FREIGHT IS PICKIING UP OR DELIVERING TO UPS HEALTHCARE GO TO THE BUILDING FOR ASTELLAS AT DOOR PD123,963,1.01,1,
2026-07-31T15:58:50.466463,WG,72115974,"$3,083.39","OLIVE BRANCH, MS",08/5 13:00,"PAULSBORO, NJ",08/6 11:55,"1,081","1,007",NO NOTES,2088,1.48,16,
2026-07-31T16:00:34.142585,WG,72115972,"$7,077.47","WALKERSVILLE, MD",08/3 08:15,"NEWBURY PARK, CA",08/5 18:05,222,"2,648",NO NOTES,2870,2.47,47,
2026-07-31T16:01:24.608055,WG,72115957,"$5,475.72","SAN DIEGO, CA",08/4 11:00,"ROCKFORD, IL",08/6 09:30,"2,791","2,010",NO NOTES,4801,1.14,9,
2026-07-31T16:03:42.547987,WG,72068273,"$2,741.61","LOUISVILLE, KY",08/5 16:00,"OVERLAND PARK, KS",08/6 09:00,727,527,NO NOTES,1254,2.19,36,
2026-07-31T16:03:45.630418,WG,72102929,"$1,949.99","LA VERGNE, TN",08/5 16:00,"MONROEVILLE, PA",08/6 08:00,863,587,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1450,1.34,11,
2026-07-31T16:03:48.629744,WG,72114528,"$1,525.48","LA VERGNE, TN",08/5 16:00,"COLUMBUS, OH",08/6 08:00,863,402,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1265,1.21,7,
2026-07-31T16:03:51.614637,WG,72102006,"$1,772.21","SHEPHERDSVILLE, KY",08/5 16:00,"DOTHAN, AL",08/6 09:00,737,538,NO NOTES,1275,1.39,12,
2026-07-31T16:07:28.524800,WG,72115981,"$1,225.23","ALLENTOWN, PA",08/3 08:00,"CHERRY HILL, NJ",08/3 11:04,629,74,NO NOTES,703,1.74,22,
2026-07-31T16:56:29.389507,WG,72115998,"$6,056.63","LOUISVILLE, KY",08/3 09:00,"CHINO, CA",08/5 08:00,727,"2,068",L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2795,2.17,38,
2026-07-31T17:01:32.004313,WG,72115989,"$1,427.47","ROCKFORD, IL",08/4 11:00,"MIDDLETON, WI",08/4 14:18,850,85,NO NOTES,935,1.53,16,
2026-07-31T17:03:42.065318,WG,72114008,"$2,062.55","MOUNT VERNON, IN",08/5 17:00,"SHREVEPORT, LA",08/6 07:56,855,632,PLEASE ARRIVE AT THE PICKUP IN RANGE*SET POINT 20C,1487,1.39,13,
2026-07-31T17:03:45.101806,WG,72054781,"$2,050.96","BROOKS, KY",08/5 17:00,"PITTSBURGH, PA",08/6 08:00,732,393,NO NOTES,1125,1.82,25,
2026-07-31T17:03:48.099911,WG,72115197,"$1,537.83","SHEPHERDSVILLE, KY",08/5 17:00,"WARRENDALE, PA",08/6 08:00,737,417,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1154,1.33,11,
2026-07-31T17:03:51.137575,WG,72113859,"$1,287.11","GROVE CITY, OH",08/5 17:00,"WARRENDALE, PA",08/6 08:00,522,203,"PR2297: IF PALLET JACK REQUESTED NEED TO MAKE SURE IT'S ACCESSIBLE TO OFFLOAD TRK. DRIVERS MAY NEED TO OFFLOAD TRK TO DOCK AT DELIVERIES, ESPECIALLY NC AND FL.",725,1.78,23,
2026-07-31T17:09:59.692274,WG,72112928,"$3,341.75","ROANOKE, TX",08/5 17:00,"LITTLETON, CO",08/6 10:28,"1,560",751,MUST BE US CITIZEN TEMP CONTROLLED HAZMAT,2311,1.45,15,
2026-07-31T17:10:02.213579,WG,72115420,"$2,639.18","LOCKBOURNE, OH",08/5 17:00,"CROYDON, PA",08/6 08:00,519,485,NO NOTES,1004,2.63,48,
2026-07-31T17:15:07.498909,WG,72115992,"$4,152.88","ROCKFORD, IL",08/4 11:00,"MOORESTOWN, NJ",08/5 06:44,850,857,NO NOTES,1707,2.43,44,
2026-07-31T17:15:43.601282,WG,72116000,"$2,986.30","LA VERGNE, TN",08/4 19:00,"LAKEWOOD, NJ",08/5 14:49,863,861,NO NOTES,1724,1.73,23,
2026-07-31T17:22:20.160863,WG,72116018,$959.37,"SAN DIEGO, CA",08/4 14:00,"SAN DIEGO, CA",08/4 15:42,"2,791",10,ORDER NOTE: TEMPTALES ON A 1 HOUR TIMED DELAY. DRIVER MUST REMAIN ONSITE FOR 1 HOUR PRIOR TO DEPARTURE.,2801,0.34,1,
2026-07-31T17:29:21.880466,WG,72116019,"$7,597.95","SAN DIEGO, CA",08/4 12:00,"PHILADELPHIA, PA",08/7 09:00,"2,791","2,750",NO NOTES,5541,1.37,17,
2026-07-31T17:37:30.875878,WG,72115993,"$6,508.47","MEMPHIS, TN",08/5 10:00,"CHANDLER, AZ",08/6 18:09,"1,060","1,441",NO NOTES,2501,2.60,51,
2026-07-31T17:38:32.446871,WG,72113869,"$1,287.11","GROVE CITY, OH",08/5 17:30,"WARRENDALE, PA",08/6 08:00,522,203,"PR2297: IF PALLET JACK REQUESTED NEED TO MAKE SURE IT'S ACCESSIBLE TO OFFLOAD TRK. DRIVERS MAY NEED TO OFFLOAD TRK TO DOCK AT DELIVERIES, ESPECIALLY NC AND FL.",725,1.78,23,
2026-07-31T18:00:29.259210,WG,72116002,"$1,958.36","CALEDONIA, MI",08/3 09:00,"ALLENTOWN, PA",08/4 08:00,276,667,NO NOTES,943,2.08,32,
2026-07-31T18:03:29.135292,WG,72101662,"$1,173.22","LA VERGNE, TN",08/5 18:00,"SAINT CHARLES, MO",08/6 08:00,863,348,UP TO 10 PALLETS,1211,0.97,1,
2026-07-31T18:03:31.852374,WG,72112821,"$1,515.37","BROOKS, KY",08/5 18:00,"ELK GROVE VILLAGE, IL",08/6 09:30,732,337,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1069,1.42,13,
2026-07-31T18:03:35.076520,WG,72112825,"$1,365.89","BROOKS, KY",08/5 18:00,"COLLIERVILLE, TN",08/6 09:30,732,360,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1092,1.25,8,
2026-07-31T18:10:24.916189,SE,72115970,$630.45,"MILFORD, MA",08/3 08:00,"WEST HAVEN, CT",08/3 12:03,924,120,NO NOTES,1044,0.60,1,
2026-07-31T18:10:36.519967,SE,72114553,$859.91,"BROOKS, KY",08/5 18:00,"LOCKBOURNE, OH",08/6 07:00,732,222,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,954,0.90,1,
2026-07-31T18:28:38.424885,WG,72116003,"$2,399.80","RENSSELAER, NY",08/3 13:00,"FISHERS, IN",08/4 07:30,793,790,NO NOTES,1583,1.52,16,
2026-07-31T18:49:24.577717,WG,72115968,"$3,657.94","LOUISVILLE, KY",08/3 08:00,"COMMERCE CITY, CO",08/5 07:00,727,"1,127",L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,1854,1.97,30,
2026-07-31T19:03:24.343707,WG,72112264,"$1,324.26","BROOKS, KY",08/5 19:00,"OLIVE BRANCH, MS",08/6 07:00,732,374,NO NOTES,1106,1.20,7,
2026-07-31T19:09:26.868789,WG,72116007,"$1,251.91","BLOOMINGTON, IN",08/5 12:00,"ROCKFORD, IL",08/6 09:00,747,315,NO NOTES,1062,1.18,6,
2026-07-31T20:03:57.583414,WG,72111416,"$1,389.31","LOCKBOURNE, OH",08/5 20:00,"LA VERGNE, TN",08/6 07:00,519,396,NO NOTES,915,1.52,16,
2026-07-31T20:08:12.895062,WG,72116021,"$1,054.48","MOUNT VERNON, IN",08/4 09:00,"LA VERGNE, TN",08/4 14:26,855,185,PLEASE BE IN RANGE WHEN YOU ARRIVE AT PICKUP**SET POINT 5C,1040,1.01,1,
2026-07-31T20:10:19.547859,WG,72114565,"$1,756.64","BROOKS, KY",08/5 20:00,"CORAOPOLIS, PA",08/6 13:35,732,403,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1135,1.55,17,
2026-07-31T20:36:24.914956,WG,72116022,"$4,897.57","OCEANSIDE, CA",08/4 13:00,"LINCOLNSHIRE, IL",08/6 10:14,"2,793","2,056","L1145981: IF PICKING UP AT UPS MIRA LOMA, CA PU IS AT DOOR 2132.",4849,1.01,5,
2026-07-31T20:51:19.128369,WG,72116015,"$7,403.77","BIRMINGHAM, AL",08/5 12:00,"SAN DIEGO, CA",08/7 09:00,948,"1,996",NO NOTES,2944,2.51,49,
2026-07-31T22:10:21.250314,SE,72116016,"$1,037.81","LOVES PARK, IL",08/1 16:00,"ERLANGER, KY",08/2 06:00,274,389,NO NOTES,663,1.57,17,
2026-07-31T23:17:07.664801,WG,72116058,"$2,604.38","BIRMINGHAM, AL",08/5 16:00,"RALEIGH, NC",08/6 08:00,948,562,NO NOTES,1510,1.72,23,
2026-08-01T06:10:24.540046,WG,72115269,"$1,451.71","WILMINGTON, DE",08/6 06:00,"CENTRAL ISLIP, NY",08/6 11:21,116,181,NO NOTES,297,4.89,71,
2026-08-01T07:03:36.372404,WG,72108780,$929.77,"BROOKS, KY",08/6 07:00,"WEST CHESTER, OH",08/6 11:19,732,133,NO NOTES,865,1.07,3,
2026-08-01T07:03:39.457054,WG,72115274,"$1,122.53","WILMINGTON, DE",08/6 07:00,"FAIRFIELD, NJ",08/6 11:08,116,124,NO NOTES,240,4.68,71,
2026-08-01T07:03:42.224625,WG,72114798,"$1,092.78","CORAOPOLIS, PA",08/6 07:00,"PITTSBURGH, PA",08/6 08:47,357,14,NO NOTES,371,2.95,55,
2026-08-01T07:10:26.806562,WG,72114736,"$1,092.78","CORAOPOLIS, PA",08/6 07:00,"PITTSBURGH, PA",08/6 08:47,357,14,NO NOTES,371,2.95,55,
2026-08-01T08:10:36.911795,WG,72111616,"$1,158.60","LOUISVILLE, KY",08/6 08:00,"LOUISVILLE, KY",08/6 08:00,727,0,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,727,1.59,18,
2026-08-01T09:03:57.830578,WG,72114797,"$2,640.96","FORT WORTH, TX",08/6 09:00,"CAROL STREAM, IL",08/7 11:00,"1,566",940,TRUCK WILL NEED TO BE PRE-COOLED PRIOR TO ARRIVING FOR PICKUP AND CONTINUOUSLY RUN.,2506,1.05,4,
2026-08-01T09:04:01.396340,WG,72113762,"$1,091.31","PHILADELPHIA, PA",08/6 09:00,"RENSSELAER, NY",08/6 15:07,75,217,NO NOTES,292,3.74,71,
2026-08-01T09:04:03.951718,WG,72113744,"$1,091.82","ALLENTOWN, PA",08/6 09:00,"RENSSELAER, NY",08/6 15:08,75,218,NO NOTES,293,3.73,71,
2026-08-01T09:10:47.885954,WG,72115988,"$1,593.99","INDIANAPOLIS, IN",08/6 09:00,"CONCORD, NC",08/7 08:00,704,587,"L1218217: TRAILER MUST BE EMPTY AND NO PERSONAL ITEMS, OR PALLET JACK, SECUREMENT ITEMS ONLY",1291,1.23,8,
2026-08-01T09:11:12.621254,SE,72115613,$762.27,"BOSTON, MA",08/6 09:00,"BOSTON, MA",08/6 14:21,248,77,NO NOTES,325,2.35,38,
2026-08-01T09:39:01.370151,WG,72113451,"$1,410.16","SHEPHERDSVILLE, KY",08/6 09:30,"OLIVE BRANCH, MS",08/7 09:00,737,369,SPECIAL INSTRUCTIONS PLEASE INSTRUCT THE DRIVERS TO GO TO DOOR WDT03 BY DOCK DOOR 229,1106,1.28,9,
2026-08-01T10:04:10.517190,WG,72113695,"$2,533.86","BLOOMINGTON, IN",08/6 10:00,"RENSSELAER, NY",08/7 08:00,750,839,NO NOTES,1589,1.59,19,
2026-08-01T10:10:58.415798,WG,72115507,"$3,819.26","GREENVILLE, NC",08/6 10:00,"ROCKFORD, IL",08/7 08:05,504,968,NO NOTES,1472,2.59,48,
2026-08-01T10:11:03.780102,WG,72116004,"$1,041.47","BALTIMORE, MD",08/6 10:00,"PHILADELPHIA, PA",08/6 10:00,188,115,NO NOTES,303,3.44,69,
2026-08-01T11:03:49.550546,WG,72113155,"$1,070.13","LOCKBOURNE, OH",08/6 11:00,"LOCKBOURNE, OH",08/6 12:31,519,1,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,520,2.06,30,
2026-08-01T12:03:44.713678,WG,72114352,"$1,991.80","MINNEAPOLIS, MN",08/6 12:00,"OMAHA, NE",08/6 21:31,"1,176",377,NO NOTES,1553,1.28,10,
2026-08-01T12:10:55.391138,WG,72111257,"$2,970.55","LOS ANGELES, CA",08/6 12:00,"EDEN, UT",08/7 11:00,"2,779",751,NO NOTES,3530,0.84,3,
2026-08-01T12:10:58.281528,WG,72114570,$861.40,"BROOKS, KY",08/6 12:00,"BROOKS, KY",08/6 13:30,732,1,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,733,1.18,6,
2026-08-01T12:11:04.529158,WG,72110040,"$5,089.09","SEATTLE, WA",08/6 12:00,"LOS ANGELES, CA",08/7 13:33,"2,837","1,131",NO NOTES,3968,1.28,12,
2026-08-01T13:03:34.369861,WG,72115321,"$3,235.26","WILMINGTON, NC",08/6 13:00,"BROOKS, KY",08/7 08:00,589,694,.,1283,2.52,45,
2026-08-01T14:03:49.606030,WG,72114990,"$1,322.57","ROCKVILLE, MD",08/6 14:00,"GARNER, NC",08/7 09:00,229,283,"GSCOCT: ALL LOADS WITH DRIVER SECURE PROGRAM MUST BE TEAM DRIVERS, NO SOLO DRIVERS. MUST BE 3/4 FUELED PRIOR TO PICKUP ARRIVAL.",512,2.58,45,
2026-08-01T14:03:52.152800,WG,72115698,"$2,873.47","ROCKVILLE, MD",08/6 14:00,"BLOOMINGTON, IN",08/7 10:00,229,612,NO NOTES,841,3.42,70,
2026-08-01T14:03:54.581127,WG,72115391,$773.57,"MADISON, AL",08/6 14:00,"BATESVILLE, MS",08/6 19:51,912,205,NO NOTES,1117,0.69,1,
2026-08-01T15:03:56.842404,WG,72111424,"$2,108.98","LOCKBOURNE, OH",08/6 15:00,"DOTHAN, AL",08/7 09:00,519,763,NO NOTES,1282,1.65,20,
2026-08-01T15:24:27.111190,WG,72114732,"$1,046.86","RICHLAND, MS",08/6 15:15,"MEMPHIS, TN",08/6 21:39,"1,179",207,NO NOTES,1386,0.76,1,
2026-08-01T15:58:07.328121,WG,72116099,"$3,818.40","MELVILLE, NY",08/5 10:00,"BROOKS, KY",08/6 07:00,72,797,NO NOTES,869,4.39,73,
2026-08-01T16:03:40.899819,WG,72113838,"$1,582.36","NEWARK, DE",08/6 16:00,"ALBANY, NY",08/7 08:30,126,274,ORDER NOTE: PALLET JACK NEEDED FOR DRIVER UNLOAD,400,3.96,71,
2026-08-01T17:03:36.600611,WG,72114574,"$1,595.29","BROOKS, KY",08/6 17:00,"KERNERSVILLE, NC",08/7 08:00,732,472,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1204,1.32,10,
2026-08-01T17:38:41.894696,WG,72113704,"$2,365.97","GROVE CITY, OH",08/6 17:30,"CHARLOTTE, NC",08/7 08:30,522,434,"ORDER NOTE: PALLET JACK NEEDED FOR DRIVER UNLOAD, OR SHIPMENT MAY BE REFUSED",956,2.47,43,
2026-08-01T18:03:49.370869,WG,72114807,"$1,774.34","CORONA, CA",08/6 18:00,"TEMPE, AZ",08/7 11:00,"2,734",345,NO NOTES,3079,0.58,1,
2026-08-01T19:10:33.119343,WG,72114534,"$1,076.63","BROOKS, KY",08/6 19:00,"GROVE CITY, OH",08/7 08:30,732,211,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,943,1.14,5,
2026-08-01T20:03:34.953394,WG,72112138,"$2,161.37","TEMPE, AZ",08/6 20:00,"CERRITOS, CA",08/7 12:00,"2,389",374,NO NOTES,2763,0.78,2,
2026-08-01T20:03:37.451670,WG,72111420,"$2,099.57","LOCKBOURNE, OH",08/6 20:00,"OVERLAND PARK, KS",08/7 12:03,519,684,NO NOTES,1203,1.75,23,
2026-08-01T20:06:07.593901,WG,72112138,"$2,161.37","TEMPE, AZ",08/6 20:00,"CERRITOS, CA",08/7 12:00,"2,389",374,NO NOTES,2763,0.78,2,
2026-08-01T20:06:10.351452,WG,72111420,"$2,099.57","LOCKBOURNE, OH",08/6 20:00,"OVERLAND PARK, KS",08/7 12:03,519,684,NO NOTES,1203,1.75,23,
